Unnamed: 0,playId,gameId,nflId,displayName,frameId,time,club,x,y,s,a,dis,o,dir,ballCarrierId,ballCarrierDisplayName,quarter,down,yardsToGo,possessionTeam,defensiveTeam,gameClock,playResult,expectedPoints,expectedPointsAdded,tackle,assist,startPosition,yardsGainedSoFar,playDirection,offense,defense,hasBall,whereBallCarrierY,whereBallCarrierX,distanceFromBC,DefenseOrOffense,uniqueId,modelPrediction,points_saved,height,weight,position
4930,1030,2022090800,47862.0,David Long,16,2022-09-08 21:01:46.299999,LA,58.69,37.3,2.36,4.05,0.21,45.74,326.79,52536,Gabe Davis,2,3,2,BUF,LA,11:44,10,1.215337055,1.508842597,1.0,0.0,53.5299987792969,5.680000305175796,right,0,1,0,37.78,59.34,0.8080222769206373,Def80,23,0.6487014,-0.8601411676329345,5-11,196,CB
4560,1102,2022090800,42816.0,Troy Hill,46,2022-09-08 21:03:55.799999,LA,85.03,44.34,0.69,1.19,0.08,152.1,302.94,52494,Zack Moss,2,2,6,BUF,LA,9:37,2,3.894042963,-0.13247946,1.0,0.0,81.2200012207031,4.309997558593807,right,0,1,0,45.59,85.0,1.2503599481749246,Def82,24,0.12285585,0.2553353095640754,5-11,184,CB
8866,1187,2022090800,37075.0,Von Miller,51,2022-09-08 21:08:59.200000,BUF,65.87,39.13,4.99,0.74,0.54,73.96,339.34,47853,Darrell Henderson,2,1,10,LA,BUF,8:48,4,2.123537082,-0.042901202,1.0,0.0,70.0400009155273,-3.8099975585937074,left,0,1,0,38.48,66.17,0.7158910531638216,Def80,25,0.91819257,0.9610937674411316,6-3,250,OLB
8256,1230,2022090800,46190.0,Taron Johnson,20,2022-09-08 21:10:24.700000,BUF,55.47,21.22,2.95,1.81,0.29,275.36,265.41,53678,Ben Skowronek,2,3,6,LA,BUF,8:04,12,1.257876028,1.859666275,1.0,0.0,62.2200012207031,-7.330001831054695,left,0,1,0,21.39,54.87,0.6236184731067564,Def80,26,0.76773024,-1.0919360389465331,5-11,192,CB
9838,1254,2022090800,53490.0,Carlos Basham,39,2022-09-08 21:11:07.500000,BUF,51.6,19.07,2.84,3.64,0.29,248.39,225.4,46830,Brandon Powell,2,1,10,LA,BUF,7:20,8,3.117542303,0.550017479,1.0,0.0,54.689998626709,-2.8099975585938,left,0,1,0,19.23,51.85,0.2968164415931166,Def80,27,0.22506514,-0.3249523370837249,6-4,273,DE
7475,1334,2022090800,46085.0,Tremaine Edmunds,10,2022-09-08 21:13:18.400000,BUF,37.64,11.84,3.48,3.9,0.34,225.92,186.46,41290,Allen Robinson,2,3,14,LA,BUF,5:42,12,1.719236675,0.514896295,1.0,0.0,41.060001373291,-3.370002746582003,left,0,1,0,12.02,37.82,0.2545584412271567,Def80,28,0.61329454,0.0983982468357849,6-5,250,ILB
7712,1358,2022090800,44976.0,Matt Milano,49,2022-09-08 21:14:08.000000,BUF,36.76,35.03,0.0,0.01,0.01,151.73,283.39,44881,Cooper Kupp,2,4,2,LA,BUF,4:54,3,2.234132971,1.793118834,1.0,0.0,40.4300003051758,-5.990001678466804,left,0,1,0,33.96,34.27,2.710166046573526,Def86,29,0.41933218,-1.3737866575530853,6-0,223,OLB
9104,1385,2022090800,52647.0,Dane Jackson,72,2022-09-08 21:17:54.000000,BUF,16.96,16.21,2.54,1.28,0.26,312.68,263.73,47853,Darrell Henderson,2,1,10,LA,BUF,4:14,18,4.027251805,1.46339243,1.0,0.0,34.9900016784668,-17.770002365112298,left,0,1,0,17.25,17.06,1.044796630928717,Def81,30,1.129831,-0.3335614735409546,5-11,185,CB
8083,1406,2022090800,41341.0,DaQuan Jones,43,2022-09-08 21:18:23.500000,BUF,14.78,26.25,2.61,0.03,0.25,342.28,332.87,47853,Darrell Henderson,2,1,7,LA,BUF,3:42,3,5.49063398,0.118456422,1.0,0.0,17.3999996185303,-2.879999160766598,left,0,1,0,26.23,14.51,0.2707397274136172,Def80,31,0.5220548,0.4035983694505005,6-4,322,DT
7716,1736,2022090800,44976.0,Matt Milano,27,2022-09-08 21:32:43.299999,BUF,42.47,29.61,4.02,3.78,0.41,175.96,175.93,52460,Cam Akers,2,2,1,LA,BUF,1:20,0,3.812966292,-0.508192372,1.0,0.0,40.5999984741211,1.5,left,0,1,0,29.67,41.62,0.852115015710909,Def80,33,0.7531264,1.261318754827759,6-0,223,OLB
8870,1836,2022090800,37075.0,Von Miller,37,2022-09-08 21:36:15.900000,BUF,50.77,23.13,3.6,4.15,0.26,3.54,58.42,44881,Cooper Kupp,2,2,19,LA,BUF,0:26,-1,2.390274844,-1.30166872,1.0,0.0,51.9300003051758,-2.0800018310547017,left,0,1,0,24.15,49.69,1.4855302083767974,Def81,34,-0.49230278,0.8093659446170043,6-3,250,OLB
9432,1946,2022090800,42395.0,Jordan Phillips,49,2022-09-08 21:52:33.700000,BUF,22.95,10.85,2.22,0.81,0.22,291.35,59.03,47853,Darrell Henderson,3,1,10,LA,BUF,14:55,2,0.304974266,-0.531175443,1.0,0.0,20.6800003051758,2.069999694824201,right,0,1,0,11.14,22.82,0.3178049716414145,Def80,35,0.29179662,0.8229720676604919,6-6,341,DE
4561,2043,2022090800,42816.0,Troy Hill,48,2022-09-08 21:57:16.799999,LA,58.36,18.81,2.48,4.4,0.26,124.75,306.57,47857,Devin Singletary,3,1,10,BUF,LA,13:02,12,2.479935331,0.674549397,1.0,0.0,67.9300003051758,-11.090000152587898,left,0,1,0,17.63,56.96,1.83095603442573,Def80,37,0.49477518,-0.1797742209517212,5-11,184,CB
2797,2072,2022090800,38577.0,Bobby Wagner,69,2022-09-08 21:57:58.900000,LA,56.69,2.5,3.54,1.42,0.36,262.85,131.62,47857,Devin Singletary,3,1,10,BUF,LA,12:22,1,3.154484728,-0.48390148,1.0,0.0,56.3300018310547,0.6799964904785014,left,0,1,0,2.6,57.04,0.3640054944640273,Def80,38,-0.25974524,0.2241562397885131,6-0,242,ILB
4770,2093,2022090800,47939.0,Justin Hollins,53,2022-09-08 21:58:43.900000,LA,47.46,18.26,1.82,2.76,0.2,335.43,217.96,46076,Josh Allen,3,2,9,BUF,LA,11:35,7,2.670583249,0.085896628,1.0,0.0,55.0400009155273,-6.75,left,0,1,0,16.2,48.21,2.192281916177755,Def80,39,0.442483,0.3565863799078674,6-5,248,OLB
3784,2163,2022090800,43298.0,Leonard Floyd,68,2022-09-08 22:00:49.000000,LA,32.66,8.53,1.31,1.36,0.14,191.87,250.45,47857,Devin Singletary,3,1,10,BUF,LA,10:07,13,3.941324027,0.78917583,1.0,0.0,45.2000007629395,-13.240001678466804,left,0,1,0,8.89,31.96,0.7871467461661739,Def81,40,0.51683366,-0.2723421670132446,6-5,240,DE
5094,2184,2022090800,52492.0,Terrell Lewis,40,2022-09-08 22:01:31.299999,LA,26.24,30.48,4.0,3.14,0.41,316.47,4.93,42489,Stefon Diggs,3,1,10,BUF,LA,9:24,7,4.730499857,0.40668195,1.0,0.0,28.0200004577637,-2.3900012969970987,left,0,1,0,30.13,25.42,0.8915716460273935,Def80,41,0.8947565,0.4880745459526062,6-5,252,OLB
4936,2208,2022090800,47862.0,David Long,43,2022-09-08 22:02:11.099999,LA,18.25,0.37,2.41,1.48,0.25,278.65,254.41,47857,Devin Singletary,3,2,3,BUF,LA,8:45,8,5.137181807,0.491405571,1.0,0.0,29.7399997711182,-11.6900005340577,left,0,1,0,0.83,17.98,0.5333854141237833,Def80,42,2.8548925,2.3634869212943115,5-11,196,CB
9111,2336,2022090800,52647.0,Dane Jackson,25,2022-09-08 22:08:34.400000,BUF,66.27,34.87,2.01,3.32,0.19,227.64,155.64,47853,Darrell Henderson,3,1,10,LA,BUF,7:02,10,2.88568917,0.513975036,1.0,0.0,58.3699989318848,9.3800010681152,right,0,1,0,34.41,67.78,1.5785119575093551,Def80,43,0.5224884,0.0085133792412414,5-11,185,CB
7485,2360,2022090800,46085.0,Tremaine Edmunds,36,2022-09-08 22:09:15.000000,BUF,67.51,23.47,2.42,3.84,0.24,76.95,171.95,47853,Darrell Henderson,3,1,10,LA,BUF,6:18,1,3.399664206,-0.436088639,1.0,0.0,68.1699981689453,0.2000045776367045,right,0,1,0,23.53,68.12,0.6129437168288778,Def80,44,0.6015669,1.0376555497437134,6-5,250,ILB
2583,2464,2022090800,53532.0,Ernest Jones,36,2022-09-08 22:14:32.700000,LA,97.37,13.41,2.85,1.63,0.29,175.87,187.42,46076,Josh Allen,3,1,15,BUF,LA,5:11,8,-0.670623056,0.578807611,1.0,0.0,108.529998779297,-11.459999084472798,left,0,1,0,12.45,96.98,1.0361949623502336,Def81,45,-0.078437604,-0.6572452150101051,6-2,230,ILB
4284,2485,2022090800,48026.0,Nick Scott,48,2022-09-08 22:15:13.599999,LA,89.52,6.68,3.18,6.6,0.36,229.18,218.72,52494,Zack Moss,3,2,7,BUF,LA,4:29,8,-0.091815445,1.005362856,1.0,0.0,96.0899963378906,-7.079994201660099,left,0,1,0,5.79,88.86,1.1080162453682685,Def80,46,0.99282867,-0.0125341888361512,5-11,200,SS
2584,2506,2022090800,53532.0,Ernest Jones,56,2022-09-08 22:15:55.099999,LA,89.77,13.66,0.01,0.03,0.04,221.89,287.88,52494,Zack Moss,3,1,10,BUF,LA,3:48,0,0.913547411,-0.645568025,1.0,0.0,88.8399963378906,-0.1999969482422017,left,0,1,0,14.26,88.73,1.2006664815842838,Def81,47,-0.2777975,0.3677705346416473,6-2,230,ILB
4570,2527,2022090800,42816.0,Troy Hill,12,2022-09-08 22:16:36.599999,LA,77.61,24.0,3.79,1.69,0.43,42.36,342.03,42448,Jamison Crowder,3,2,10,BUF,LA,3:06,11,0.267979386,1.395047606,1.0,0.0,83.8399963378906,-6.259994506835895,left,0,1,0,22.89,77.67,1.1116204388189337,Def80,48,0.71355647,-0.6814911375132142,5-11,184,CB
3595,2551,2022090800,43335.0,A'Shawn Robinson,59,2022-09-08 22:17:18.700000,LA,77.78,17.66,2.06,0.42,0.21,164.35,137.59,52494,Zack Moss,3,1,10,BUF,LA,2:25,1,1.663026992,-0.612980593,1.0,0.0,77.120002746582,0.519996643066392,left,0,1,0,17.66,77.82,0.039999999999992,Def80,49,0.35854295,0.971523541961258,6-4,330,DT
2587,2572,2022090800,53532.0,Ernest Jones,22,2022-09-08 22:17:57.900000,LA,73.8,20.84,1.09,1.78,0.12,120.68,170.11,52494,Zack Moss,3,2,9,BUF,LA,1:45,4,1.050046398,-0.296789506,1.0,0.0,75.75,-3.0999984741210938,left,0,1,0,21.29,72.68,1.207021126575661,Def81,50,0.4625098,0.75929931692453,6-2,230,ILB
2316,2599,2022090800,43294.0,Jalen Ramsey,13,2022-09-08 22:21:06.299999,LA,66.56,40.1,2.07,4.65,0.22,245.42,212.72,42448,Jamison Crowder,3,3,5,BUF,LA,1:19,6,0.753256892,1.698092005,1.0,0.0,70.4899978637695,-5.449996948242202,left,0,1,0,40.55,65.27,1.3662357044082885,Def81,51,1.7846811,0.0865890767718506,6-1,208,CB
2317,2648,2022090800,43294.0,Jalen Ramsey,77,2022-09-08 22:23:45.500000,LA,64.81,34.18,1.47,2.06,0.16,128.64,22.49,46076,Josh Allen,3,2,10,BUF,LA,0:33,3,2.036072056,-0.828860163,1.0,0.0,65.629997253418,-0.1800003051757954,left,0,1,0,34.25,65.83,1.022399139279759,Def82,52,1.1209157,1.949775814321411,6-1,208,CB
4942,2688,2022090800,47862.0,David Long,26,2022-09-08 22:27:08.799999,LA,103.87,21.83,3.69,2.92,0.37,39.49,109.61,52536,Gabe Davis,4,3,7,BUF,LA,15:00,47,1.207211893,4.467860855,1.0,0.0,93.0299987792969,11.040000915527102,right,0,1,0,22.25,104.07,0.4651881339845169,Def80,53,5.65536,1.1874993668627931,5-11,196,CB
9932,2815,2022090800,54488.0,Kaiir Elam,28,2022-09-08 22:33:54.900000,BUF,76.81,-0.33,2.63,3.3,0.26,49.23,249.93,46830,Brandon Powell,4,1,10,LA,BUF,13:23,10,0.986150515,0.611520452,1.0,0.0,86.1399993896484,-8.909996032714801,left,0,1,0,0.06,77.32,0.6420280367709736,Def80,55,1.919265,1.307744579814575,6-2,196,CB
7488,2860,2022090800,46085.0,Tremaine Edmunds,18,2022-09-08 22:34:51.400000,BUF,72.02,35.89,1.83,4.21,0.18,7.22,291.8,44881,Cooper Kupp,4,2,10,LA,BUF,12:25,7,1.077296068,-0.125082885,1.0,0.0,75.5599975585938,-3.9099960327149006,left,0,1,0,36.31,71.64,0.5663920903402501,Def80,57,1.0406811,1.1657640087335206,6-5,250,ILB
7725,2884,2022090800,44976.0,Matt Milano,12,2022-09-08 22:35:38.299999,BUF,66.95,2.02,5.98,3.8,0.62,136.73,183.22,43399,Tyler Higbee,4,3,3,LA,BUF,11:38,4,0.952213184,1.264214718,1.0,0.0,69.120002746582,-2.120002746582003,left,0,1,0,1.0,67.06,1.0259142264341594,Def80,58,3.660584,2.3963692549309084,6-0,223,OLB
2591,2934,2022090800,53532.0,Ernest Jones,20,2022-09-08 22:39:28.099999,LA,51.16,13.63,0.8,0.52,0.08,299.85,220.73,52494,Zack Moss,4,1,10,BUF,LA,11:01,1,2.043607633,-0.387246917,1.0,0.0,48.8899993896484,2.2900009155274006,right,0,1,0,13.56,51.0,0.1746424919657268,Def80,59,-0.2204513,0.166795621624176,6-2,230,ILB
3302,2958,2022090800,52607.0,Jordan Fuller,53,2022-09-08 22:40:08.900000,LA,55.49,21.66,2.0,1.99,0.19,138.3,128.26,46076,Josh Allen,4,2,9,BUF,LA,10:19,5,1.656360716,-0.297935207,1.0,0.0,51.7999992370605,4.650001525879006,right,0,1,0,21.49,56.05,0.5852349955359771,Def80,60,-0.08738273,0.2105524806287116,6-2,205,SS
9118,3145,2022090800,52647.0,Dane Jackson,46,2022-09-08 22:49:23.500000,BUF,77.71,30.09,2.04,1.79,0.2,92.7,166.09,47853,Darrell Henderson,4,4,1,LA,BUF,8:23,1,-0.183115256,1.852996814,1.0,0.0,77.0400009155273,-0.9500045776367044,left,0,1,0,29.83,76.13,1.6012495120998462,Def83,62,0.38783497,-1.4651618478172912,5-11,185,CB
9939,3190,2022090800,54488.0,Kaiir Elam,17,2022-09-08 22:50:18.500000,BUF,67.14,51.39,3.72,4.17,0.39,214.07,350.37,43399,Tyler Higbee,4,2,4,LA,BUF,7:29,5,1.934262577,0.587061883,1.0,0.0,69.9100036621094,-4.410003662109403,left,0,1,0,51.47,65.52,1.6219741058352364,Def80,64,0.4683433,-0.1187185952936248,6-2,196,CB
8277,3341,2022090800,46190.0,Taron Johnson,49,2022-09-08 22:56:26.200000,BUF,82.82,23.26,4.17,7.16,0.61,295.17,247.79,47853,Darrell Henderson,4,1,10,LA,BUF,5:17,9,0.536516216,0.752520209,1.0,0.0,92.0899963378906,-8.739997863769503,left,0,1,0,22.55,83.13,0.7747257579298642,Def81,67,0.5915607,-0.1609594876026001,5-11,192,CB
8278,3362,2022090800,46190.0,Taron Johnson,29,2022-09-08 22:56:45.200000,BUF,84.17,21.8,3.64,3.23,0.36,134.55,26.25,47853,Darrell Henderson,4,2,1,LA,BUF,4:57,-1,1.289036426,-0.722854386,1.0,0.0,83.5299987792969,1.2600021362303977,left,0,1,0,21.92,84.99,0.8287339742040198,Def80,68,0.35788518,1.080739567903839,5-11,192,CB
9942,3383,2022090800,54488.0,Kaiir Elam,30,2022-09-08 22:57:14.299999,BUF,77.46,40.06,2.23,1.54,0.22,269.36,237.7,44881,Cooper Kupp,4,3,2,LA,BUF,4:33,8,0.56618204,0.883672541,1.0,0.0,81.1600036621094,-4.570007324218807,left,0,1,0,39.87,76.8,0.686804193347709,Def80,69,1.6411761,0.7575035635455932,6-2,196,CB
8280,3407,2022090800,46190.0,Taron Johnson,13,2022-09-08 22:57:39.299999,BUF,70.76,30.08,2.01,5.05,0.21,332.46,329.99,47853,Darrell Henderson,4,1,10,LA,BUF,4:05,6,1.449854581,-0.028918925,1.0,0.0,76.8600006103516,-7.150001525878906,left,0,1,0,30.39,70.0,0.8207923001588217,Def80,70,0.95315826,0.9820771843917848,5-11,192,CB
7734,3431,2022090800,44976.0,Matt Milano,27,2022-09-08 22:58:04.099999,BUF,71.09,47.06,4.52,1.0,0.45,126.24,121.07,53678,Ben Skowronek,4,2,4,LA,BUF,3:41,5,1.420935656,0.693286626,1.0,0.0,68.1100006103516,3.019996643066392,left,0,1,0,46.29,71.2,0.7778174593052053,Def80,71,1.2018797,0.5085931137613525,6-0,223,OLB
7499,3489,2022090800,46085.0,Tremaine Edmunds,35,2022-09-08 22:58:56.200000,BUF,54.61,25.01,0.78,1.49,0.07,92.96,312.47,43399,Tyler Higbee,4,2,10,LA,BUF,3:12,11,1.694074601,1.097031326,1.0,0.0,65.8899993896484,-11.459999084472592,left,0,1,0,25.67,53.93,0.9476286192385706,Def82,72,0.8271571,-0.2698742458265075,6-5,250,ILB
7500,3513,2022090800,46085.0,Tremaine Edmunds,12,2022-09-08 22:59:24.599999,BUF,50.28,31.93,2.51,4.96,0.27,340.59,105.34,53678,Ben Skowronek,4,1,10,LA,BUF,2:40,4,2.791105928,0.145692974,1.0,0.0,53.0699996948242,-4.7700004577637,left,0,1,0,32.04,50.01,0.2915475947422677,Def80,73,0.05730424,-0.0883887332368126,6-5,250,ILB
9068,3576,2022090800,40107.0,Micah Hyde,70,2022-09-08 23:03:17.700000,BUF,26.67,20.21,0.72,3.31,0.08,233.18,70.27,44881,Cooper Kupp,4,3,6,LA,BUF,2:16,28,2.338847532,2.496654484,1.0,0.0,51.4700012207031,-27.430000305175795,left,0,1,0,22.58,23.55,3.91807350620174,Def82,74,2.090614,-0.4060404035709228,6-0,197,FS
12817,57,2022091100,53489.0,Pete Werner,42,2022-09-11 13:05:02.900000,NO,46.16,9.08,7.08,4.24,0.7,120.95,133.17,42345,Marcus Mariota,1,1,10,ATL,NO,15:00,11,1.298698674,0.727154779,1.0,0.0,29.9899997711182,16.420000076293903,right,0,1,0,9.26,46.46,0.3498571136907215,Def80,76,1.0664548,0.3392999891808471,6-3,242,OLB
14100,78,2022091100,40017.0,Tyrann Mathieu,77,2022-09-11 13:05:45.099999,NO,51.51,17.53,0.83,0.69,0.08,215.92,126.02,39975,Cordarrelle Patterson,1,1,10,ATL,NO,14:19,6,2.025853454,0.155374359,1.0,0.0,45.8400001525879,6.0200004577637,right,0,1,0,17.45,51.82,0.3201562118716451,Def80,77,0.12679762,-0.0285767425182189,5-9,190,FS
15801,121,2022091100,42421.0,P.J. Williams,12,2022-09-11 13:06:54.799999,NO,54.7,27.93,2.36,5.03,0.26,323.02,245.06,48723,Parker Hesse,1,3,4,ATL,NO,13:41,5,1.101519333,1.691266364,1.0,0.0,50.939998626709,5.210002899169901,right,0,1,0,28.94,56.03,1.6700299398513785,Def81,78,0.9762896,-0.7149767936684266,6-0,196,CB
13915,166,2022091100,41257.0,Bradley Roby,19,2022-09-11 13:08:19.000000,NO,67.53,11.94,1.47,4.48,0.17,46.91,297.2,53433,Kyle Pitts,1,2,8,ATL,NO,12:18,11,2.364291974,1.262126863,1.0,0.0,65.0699996948242,3.5599975585937926,right,0,1,0,12.41,69.27,1.8023595645708383,Def81,80,0.009197541,-1.2529293224187736,5-11,194,CB
18432,301,2022091100,52424.0,A.J. Terrell,46,2022-09-11 13:15:14.599999,ATL,84.74,33.28,0.85,2.77,0.05,201.14,209.29,44879,Alvin Kamara,1,1,10,NO,ATL,10:40,1,1.348946982,-0.585316367,1.0,0.0,85.0800018310547,-0.7900009155274006,left,0,1,0,33.14,84.29,0.4712748667179164,Def80,81,0.51134235,1.0966587136682433,6-2,190,CB
